stations,NOME,BACIA,ALTITUDE (M),COORD_X,COORD_Y,LATITUDE,LONGITUDE,ENTIDADE,DISTRITO,CONCELHO,FREGUESIA,RIO,ÁREA DRENADA (KM2),DISTÂNCIA FOZ (KM),ENTRADA FUNCIONAMENTO,DATA FECHO,OBJECTIVO,ESTADO
28H.56,RIBEIRO DE SANTANA,MIRA,-,184508.78,61072.57,37.51579,-8.30833,ARH-ALENTEJO,BEJA,OURIQUE,SANTANA DA SERRA,RIBEIRA DE SANTANA,-,-,01/02/2015,-,DQA_ECOL_VIG,ATIVA
21M.52,RIBEIRO DE SÃO FRANCISCO,GUADIANA,-,267797,201019,38.77268,-7.35052,ARH-ALENTEJO,ÉVORA,VILA VIÇOSA,CILADAS,RIBEIRA DO MARROAL,-,-,01/02/2015,-,DQA_ECOL_OPER,ATIVA
04S.04,RIBEIRO DE SÃO PEDRO - SILVA,DOURO,-,-,-,41.52596,-6.44614,ARH-NORTE,BRAGANÇA,MIRANDA DO DOURO,UNIÃO DAS FREGUESIAS DE SILVA E ÁGUAS VIVAS,,-,-,-,-,-,-
22L.51,RIBEIRO DE VALE DE VASCO,GUADIANA,-,251677,178948,38.57604,-7.53811,ARH-ALENTEJO,ÉVORA,REDONDO,REDONDO,RIBEIRA DO VALE DO VASCO,-,-,01/02/2015,-,DQA_ECOL_OPER / DQA_QUIM_OPER,ATIVA
24G.53,RIBEIRO DO ARCÃO,SADO,-,169563.28,148088.43,38.29780278,-8.479833333,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,ALCÁCER DO SAL (SANTIAGO),RIO ARCAO,-,-,01/01/2017,-,DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA
19O.54,RIBEIRO DO CAGA-NO-NINHO,GUADIANA,-,284131,235970,39.0872,-7.16,ARH-ALENTEJO,PORTALEGRE,ARRONCHES,ASSUNÇÃO,RIBEIRA DO CAGA NO NINHO,-,-,01/02/2015,-,DQA_ECOL_VIG,ATIVA
23H.01,RIBEIRO DO CAI ÁGUA,SADO,-,-,-,38.442822,-8.282928,ARH-ALENTEJO,ÉVORA,VIANA DO ALENTEJO,ALCÁÇOVAS,,-,-,-,-,-,-
21O.52,RIBEIRO DO CANCÃO,GUADIANA,-,287407,207413,38.82824,-7.12598,ARH-ALENTEJO,PORTALEGRE,ELVAS,AJUDA  SALVADOR E SANTO ILDEFONSO,RIBEIRA DO CANCAO,-,-,01/02/2015,-,DQA_ECOL_OPER,ATIVA
24I.06,RIBEIRO DO CARRASCO,SADO,-,-,-,38.226539,-8.059756,ARH-ALENTEJO,BEJA,ALVITO,VILA NOVA DA BARONIA,,-,-,-,-,-,-
27L.52,RIBEIRO DO FREIXIAL,GUADIANA,-,241477,80225,37.68761,-7.6628,ARH-ALENTEJO,BEJA,MÉRTOLA,MÉRTOLA,BARRANCO DO FREIXIAL,-,-,01/02/2015,-,DQA_ECOL_OPER,ATIVA
24K.51,RIBEIRO DO FREIXO,GUADIANA,-,227999,133864,38.17123,-7.81345,ARH-ALENTEJO,BEJA,VIDIGUEIRA,SELMES,RIBEIRA DO FREIXO,-,-,01/02/2015,-,DQA_ECOL_OPER / DQA_QUIM_OPER,ATIVA
28H.55,RIBEIRO DO GUILHERME,MIRA,-,186429.64,66023.72,37.50969,-8.28669,ARH-ALENTEJO,BEJA,OURIQUE,SANTANA DA SERRA,RIBEIRA DO GUILHERME,-,-,01/02/2015,-,DQA_ECOL_VIG,ATIVA
11O.01,RIBEIRO DO HOMEM,DOURO,-,-,-,40.48917,-7.04421,ARH-NORTE,GUARDA,SABUGAL,CERDEIRA,,-,-,-,-,-,-
22M.55,RIBEIRO DO NEGRO,GUADIANA,-,264770,184144,38.62236,-7.3893,ARH-ALENTEJO,ÉVORA,ALANDROAL,TERENA (SÃO PEDRO),RIBEIRA DO NEGRO,-,-,01/02/2015,-,DQA_ECOL_VIG,ATIVA
06K.15,RIBEIRO DO PAÚL - CARRAZEDO,DOURO,-,-,-,41.23181,-7.74086,ARH-NORTE,VILA REAL,VILA REAL,UNIÃO DAS FREGUESIAS DE NOGUEIRA E ERMIDA,,-,-,-,-,-,-
22M.59,RIBEIRO DO PERAL,GUADIANA,-,267550,172443,38.51886,-7.35714,ARH-ALENTEJO,ÉVORA,ALANDROAL,CAPELINS (SANTO ANTÓNIO),RIBEIRA DO PERAL,-,-,01/02/2015,-,DQA_ECOL_VIG,ATIVA
28F.60,RIBEIRO DO ROSAL,MIRA,-,164124.38,59864.27,37.50434,-8.53883,ARH-ALENTEJO,BEJA,ODEMIRA,SABOIA,RIBEIRA DO ROSAL,-,-,01/02/2015,-,DQA_ECOL_VIG,ATIVA
20O.54,RIBEIRO DO VALE DOS MEIRAS,GUADIANA,-,291322,219823,38.94123,-7.07961,ARH-ALENTEJO,PORTALEGRE,CAMPO MAIOR,NOSSA SENHORA DA EXPECTAÇÃO,RIBEIRA DA GODINHA,-,-,01/02/2015,-,DQA_ECOL_VIG,ATIVA
04R.01,RIBEIRO DOS FERREIROS - VILA CHÃ,DOURO,-,-,-,41.5317,-6.50346,ARH-NORTE,BRAGANÇA,VIMIOSO,UNIÃO DAS FREGUESIAS DE ALGOSO  CAMPO DE VÍBORAS E UVA,,-,-,-,-,-,-
21O.51,RIBEIRO DOS MOSQUEIROS,RIBEIRAS DO ALGARVE,-,-,-,38.81963,-7.14255,ARH-ALENTEJO,PORTALEGRE,ELVAS,AJUDA  SALVADOR E SANTO ILDEFONSO,RIBEIRA DOS MOSQUEIROS,-,-,18/03/2013,-,DQA_ECOL_OPER,ATIVA
23G.57,RIBEIRO FREIXIAL - SADO,SADO,-,181728.16,162536.37,38.42828611,-8.34115,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,SANTA SUSANA,RIBEIRA DO FREIXIAL,-,-,01/01/2017,-,DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA
15L.02,RIBEIRÃO,TEJO,-,-,-,39.668725,-7.55874,ARH-TEJO,CASTELO BRANCO,VILA VELHA DE RÓDÃO,PERAIS,,-,-,-,-,-,-
22I.01,RIO ALMANSOR (JUS. BARRAGEM MINUTOS),TEJO,-,-,-,38.663816,-8.1086,ARH-TEJO,ÉVORA,MONTEMOR-O-NOVO,UNIÃO DAS FREGUESIAS DE NOSSA SENHORA DA VILA  NOSSA SENHORA DO BISPO E SILVEIRAS,,-,-,-,-,-,-
30G.02,RIO ARADE,ARADE,3,166883,20721,37.13961,-8.53025,ARH-ALGARVE,FARO,SILVES,SILVES,RIO ARADE,327.21,12.13,28/04/1999,-,SP / DQA_QUIM_VIG_OPER,ATIVA
24O.51,RIO ARDILA - INTERNACIONAL,GUADIANA,-,294130,135060,38.202912,-7.011861,ARH-ALENTEJO,BEJA,BARRANCOS,BARRANCOS,RIO ARDILA,-,-,27/02/2013,-,DQA_ECOL_OPER,ATIVA
16C.51,RIO AREIA,RIBEIRAS DO OESTE,-,-79157.51,-9862.57,39.575776,-9.054395,ARH-TEJO,-,-,-,RIO DA AREIA,-,-,03/02/2011,-,DQA_ECOL_OPER,ATIVA
17B.02,RIO ARNÓIA (LAGOA ÓBIDOS),RIBEIRAS DO OESTE,5,108107,269232,39.388315,-9.200368,ARH-TEJO,LEIRIA,ÓBIDOS,ÓBIDOS (SANTA MARIA),RIO ARNOIA,128.3,7.92,03/01/1996,23/12/2008,IMPACTO,EXTINTA
17B.03,RIO CAL,RIBEIRAS DO OESTE,3,110030,270914,39.401361,-9.177333,ARH-TEJO,LEIRIA,CALDAS DA RAINHA,NADADOURO,RIO DA CAL OU LAGOA DE OBIDOS-BRACO DA BARROSA,18.26,8.26,03/01/1996,-,IMPACTO / SP / DQA_QUIM_OPER,REATIVADA
03H.07,RIO CALDO (ALB. CANIÇADA),CÁVADO/RIBEIRAS COSTEIRAS,160,194530,524731,41.69195,-8.19883,CCDR-NORTE,BRAGA,TERRAS DE BOURO,RIO CALDO,RIO CALDO,20.36,72.28,27/10/1993,20/01/2000,CAPTAÇÃO-75-440 / EXTRACÇÃO,EXTINTA
03N.05,RIO CALVO - TINHELA,DOURO,-,-,-,41.72013,-7.30803,ARH-NORTE,VILA REAL,VALPAÇOS,TINHELA E ALVARELHOS,,-,-,-,-,-,-
04F.51,RIO COVO,CÁVADO/RIBEIRAS COSTEIRAS,20,162006,506578,41.5276,-8.5884,UTAD,BRAGA,BARCELOS,RIO COVO (SANTA EUGÉNIA),RIO COVO,-,-,24/06/2010,-,DQA_ECOL_VIG,ATIVA
11F.01,RIO DA PONTE,,-,-,-,40.400364,-8.507172,ARH-CENTRO,COIMBRA,CANTANHEDE,UNIÃO DAS FREGUESIAS DE SEPINS E BOLHO,,-,-,-,-,-,-
26H.51,RIO DE MOINHOS,SADO,-,-8317.26,-194900.15,37.9125451,-8.2276908,ARH-ALENTEJO,BEJA,ALJUSTREL,RIO DE MOINHOS,BARRANCO DO FARROBO OU DE RIO DE MOINHOS,-,-,25/03/2013,-,DQA_ECOL_OPER,ATIVA
17I.05,RIO DE MOINHOS - TEJO,TEJO,-,-,-,39.475234,-8.240983,ARH-TEJO,SANTARÉM,ABRANTES,UNIÃO DAS FREGUESIAS DE ALVEGA E CONCAVADA,,-,-,-,-,-,-
02R.02,RIO DE ONOR,DOURO,-,-,-,41.938356,-6.616547,ARH-NORTE,-,-,-,,-,-,-,-,-,-
22K.53,RIO DEGEBE - JUSANTE MONTE NOVO,GUADIANA,-,236893,171461,38.50844,-7.70746,ARH-ALENTEJO,ÉVORA,ÉVORA,SÃO MANÇOS,RIO DEGEBE,-,-,01/02/2015,-,DQA_ECOL_OPER,ATIVA
23K.53,RIO DEGEBE - JUSANTE VIGIA/MONTE NOVO,GUADIANA,-,239564,166148,38.46064,-7.67933,ARH-ALENTEJO,ÉVORA,ÉVORA,SÃO MANÇOS,RIO DEGEBE,-,-,01/02/2015,-,DQA_ECOL_OPER / DQA_QUIM_OPER,ATIVA
09F.06,RIO FONTELA,VOUGA/RIBEIRAS COSTEIRAS,-,159495,426788,40.80907,-8.61317,ARH-CENTRO,AVEIRO,ESPINHO,PARAMOS,RIA DE AVEIRO (BRACO NORTE),-,-,18/08/2008,-,DQA_QUIM_VIG,ATIVA
03Q.03,RIO FRIO,DOURO,-,-,-,41.80455,-6.69595,ARH-NORTE,BRAGANÇA,BRAGANÇA,GIMONDE,,-,-,-,-,-,-
21D.08,RIO FRIO - TEJO,TEJO,-,-,-,38.67007,-8.864094,ARH-TEJO,SETÚBAL,PALMELA,PINHAL NOVO,,-,-,-,-,-,-
15H.02,RIO FUNDEIRO (ALB. CASTELO BODE),TEJO,110,191070,306987,39.731801,-8.238454,ARH-TEJO,CASTELO BRANCO,SERTÃ,PALHAIS,RIO ZÊZERE,3332.06,195.68,06/10/1999,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA
07G.03,RIO MAU,DOURO,-,-,-,41.05432,-8.36933,ARH-NORTE,PORTO,PENAFIEL,RIO MAU,,-,-,-,-,-,-
03R.02,RIO MAÇÃS - PONTE EN 218,DOURO,-,-,-,41.738324,-6.5563,ARH-NORTE,BRAGANÇA,BRAGANÇA,QUINTANILHA,,-,-,-,-,-,-
28F.61,RIO MIRA - JUSANTE SANTA CLARA,MIRA,-,157573.23,67605.5,37.57381,-8.61337,ARH-ALENTEJO,BEJA,ODEMIRA,BOAVISTA DOS PINHEIROS,RIO MIRA,-,-,01/02/2015,-,DQA_ECOL_VIG,ATIVA
29I.52,RIO MIRA - MONTANTE,MIRA,-,198383,56916,37.476656,-8.153053,ARH-ALENTEJO,BEJA,ALMODÔVAR,GOMES AIRES,,-,-,22/05/2017,-,DQA_ECOL_VIG,ATIVA
03N.03,RIO MOUSSE - SÃO VICENTE,DOURO,-,-,-,41.79967,-7.20324,ARH-NORTE,VILA REAL,CHAVES,SÃO VICENTE,,-,-,-,-,-,-
04J.05,RIO OURO_est 1 - MONT. CEFRA - CCHE,DOURO,-,-,-,41.517214,-7.989428,ARH-NORTE,BRAGA,CABECEIRAS DE BASTO,UNIÃO DAS FREGUESIAS DE REFOJOS DE BASTO  OUTEIRO E PAINZELA,,-,-,-,-,-,-
04J.06,RIO OURO_est 2 - INTERMÉDIO CEFRA - CCHE,DOURO,-,-,-,41.50971,-7.966926,ARH-NORTE,BRAGA,CABECEIRAS DE BASTO,UNIÃO DAS FREGUESIAS DE REFOJOS DE BASTO  OUTEIRO E PAINZELA,,-,-,-,-,-,-
04J.07,RIO OURO_est 3 - JUSANTE CEFRA - CCHE,DOURO,-,-,-,41.502216,-7.970813,ARH-NORTE,BRAGA,CABECEIRAS DE BASTO,UNIÃO DAS FREGUESIAS DE REFOJOS DE BASTO  OUTEIRO E PAINZELA,,-,-,-,-,-,-
03I.05,RIO RABAGÃO - VN1 - CCHE,,-,-,-,41.690556,-8.018333,EDP,VILA REAL,MONTALEGRE,FERRAL,,-,-,-,-,-,-
26G.57,RIO SADO - JUSANTE CAMP./SERNE/ROCHA/DAROEIRA,SADO,-,176807.92,112849.89,37.98212,-8.39708,ARH-ALENTEJO,SETÚBAL,SANTIAGO DO CACÉM,ALVALADE,RIO SADO,-,-,01/02/2015,-,DQA_ECOL_OPER,ATIVA
26G.52,RIO SADO - JUSANTE MONTE DA ROCHA,SADO,-,179734.65,100295.95,37.86909,-8.36342,ARH-ALENTEJO,SETÚBAL,SANTIAGO DO CACÉM,ALVALADE,RIO SADO,-,-,01/02/2015,-,DQA_ECOL_OPER,ATIVA
27G.55,RIO SADO - JUSANTE MONTE ROCHA II,SADO,-,181824.5,90327.42,37.78271,-8.3442,ARH-ALENTEJO,BEJA,OURIQUE,PANÓIAS,RIO SADO,-,-,01/02/2015,-,DQA_ECOL_VIG,ATIVA
09I.07,RIO SUL,,-,6458.23,121204.9,40.453523,-8.32385,ARH-CENTRO,VISEU,SÃO PEDRO DO SUL,SÃO PEDRO DO SUL,RIO SUL OU TORTO OU RIBEIRA DE ALVANDEIRA,-,-,12/05/2014,-,CAPTAÇÃO,ATIVA
03G.01,RIO TORA - SÃO JORGE,LIMA,-,-,-,41.81895,-8.38392,ARH-NORTE,VIANA DO CASTELO,ARCOS DE VALDEVEZ,UNIÃO DAS FREGUESIAS DE SÃO JORGE E ERMELO,,-,-,-,-,-,-
29G.51,RIO TORTO,MIRA,-,179704,55549,37.46595,-8.36251,ARH-ALENTEJO,BEJA,OURIQUE,SANTANA DA SERRA,RIO TORTO,-,-,14/04/2009,-,DQA_ECOL_VIG,ATIVA
04M.01,RIO TORTO - VALPAÇOS,DOURO,-,-,-,41.58072,-7.33375,ARH-NORTE,VILA REAL,VALPAÇOS,VALPAÇOS E SANFINS,,-,-,-,-,-,-
25K.52,RIO TORTO 2,,-,240159,123760,38.07964,-7.6753,ARH-ALENTEJO,BEJA,BEJA,BALEIZÃO,RIO TORTO,-,-,01/02/2015,-,DQA_ECOL_OPER,ATIVA
02G.06,RIO VEZ - PARQUE DE SÁ,LIMA,-,-,-,41.92917,-8.44071,ARH-NORTE,VIANA DO CASTELO,ARCOS DE VALDEVEZ,UNIÃO DAS FREGUESIAS DE ALVORA E LOUREDA,,-,-,-,-,-,-
22J.01,RIO XARRAMA - JUSANTE ETAR,SADO,-,217029,172848,38.5228,-7.9378,ARH-ALENTEJO,ÉVORA,ÉVORA,HORTA DAS FIGUEIRAS,RIBEIRA DO XARRAMA,-,-,14/07/2009,-,DQA_ECOL_OPER,ATIVA
24H.52,RIO XARRAMA - JUSANTE S BRISSOS,SADO,-,196817.91,150268.54,38.31951,-8.16948,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,TORRÃO,RIBEIRA DO XARRAMA,-,-,01/02/2015,-,DQA_ECOL_VIG,ATIVA
24H.54,RIO XARRAMA - JUSANTE VALE DO GAIO,SADO,-,183655.13,141931.07,38.24426,-8.31981,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,TORRÃO,RIBEIRA DO XARRAMA,-,-,01/02/2015,-,DQA_ECOL_OPER,ATIVA
22J.03,RIO XARRAMA - MONTANTE ETAR,,-,-,-,38.553828,-7.888731,ARH-ALENTEJO,ÉVORA,ÉVORA,UNIÃO DAS FREGUESIAS DE MALAGUEIRA E HORTA DAS FIGUEIRAS,,-,-,-,-,-,-
07M.06,RIODADES,DOURO,-,-,-,41.02916,-7.49747,ARH-NORTE,VISEU,SÃO JOÃO DA PESQUEIRA,RIODADES,,-,-,-,-,-,-
27L.03,ROCHA GALÉ,GUADIANA,24,241702,79720,37.68299,-7.66034,CCDR-ALENTEJO,BEJA,MÉRTOLA,MÉRTOLA,RIO GUADIANA,62059.51,77.37,02/11/1981,15/12/1993,FLUXO / PCTI,EXTINTA
28L.03,ROCHA NORA,GUADIANA,21,242444,75644,37.64624,-7.65216,ARH-ALENTEJO,BEJA,MÉRTOLA,MÉRTOLA,RIO GUADIANA,62087.71,73.11,02/11/1992,-,CAPTAÇÃO-75-440 (RESERVA) / PISC-CIP-2 / LE(PISC-CIP; CAPTAÇÃO) / DQA_ECOL_OPER,ATIVA
13M.01,ROCHOSO,TEJO,-,-,-,40.050144,-7.454331,ARH-TEJO,CASTELO BRANCO,FUNDÃO,UNIÃO DAS FREGUESIAS DE PÓVOA DE ATALAIA E ATALAIA DO CAMPO,,-,-,-,-,-,-
21A.09,RODÍZIO,RIBEIRAS DO OESTE,-,-,-,38.819,-9.467,ARH-TEJO,LISBOA,SINTRA,COLARES,,-,-,-,-,-,-
06O.52,ROIOS,DOURO,300,285255,483097,41.3126,-7.115,UTAD,BRAGANÇA,VILA FLOR,ROIOS,RIBEIRA DE ROIOS,-,-,18/05/2010,-,DQA_ECOL_VIG,ATIVA
18B.52,ROLIÇA,RIBEIRAS DO OESTE,-,109573,261883,39.318652,-9.1804,ARH-TEJO,LEIRIA,BOMBARRAL,ROLIÇA,RIO REAL,-,-,29/06/2010,-,DQA_ECOL_OPER,ATIVA
04O.05,ROMEU,DOURO,-,-,-,41.52827,-7.08348,ARH-NORTE,BRAGANÇA,MIRANDELA,UNIÃO DAS FREGUESIAS DE AVANTOS E ROMEU,,-,-,-,-,-,-
15O.01F,ROSMANINHAL (ALB. MONTE FIDALGO - CEDILHO) (F),TEJO,139,294553,300351,39.667137,-7.031685,CCDR-CENTRO,CASTELO BRANCO,IDANHA-A-NOVA,ROSMANINHAL,RIO TEJO,53505.02,295.12,23/01/2001,15/12/2004,FLUXO-TFRONT-LE(PISC-CIP),EXTINTA
15O.01S,ROSMANINHAL (ALB. MONTE FIDALGO - CEDILHO) (S),TEJO,139,294553,300351,39.667137,-7.031685,CCDR-CENTRO,CASTELO BRANCO,IDANHA-A-NOVA,ROSMANINHAL,RIO TEJO,53505.02,295.12,15/10/1985,15/12/2004,FLUXO-TFRONT-LE(PISC-CIP) / CADC,EXTINTA
06K.12,ROTUNDA UNIVERSIDADE,DOURO,-,-,-,41.291495,-7.736221,ARH-NORTE,VILA REAL,VILA REAL,VILA REAL,,-,-,-,-,-,-
16K.51,ROVINHOSA,TEJO,-,26324.09,-13561.88,39.545706,-7.826862,ARH-TEJO,-,-,-,RIO OCREZA,-,-,09/02/2011,-,DQA_ECOL_OPER,ATIVA
26I.08C,ROXO - CCHA (C),SADO,-,-,-,37.9291914,-8.0771314,EDIA,BEJA,ALJUSTREL,ERVIDEL,,-,-,-,-,-,-
26I.08F,ROXO - CCHA (F),SADO,-,-,-,37.929191,-8.077131,EDIA,BEJA,ALJUSTREL,ERVIDEL,,-,-,-,-,-,-
26I.08P,ROXO - CCHA (P),SADO,-,-,-,37.9291914,-8.0771314,-,-,-,-,,-,-,-,-,-,-
26I.08S,ROXO - CCHA (S),SADO,-,-,-,37.9291914,-8.0771314,EDIA,BEJA,ALJUSTREL,ERVIDEL,,-,-,-,-,EDIA,-
26I.51,ROXO MONTANTE PIRITES,SADO,-,-1280.23,-191306.14,37.9449621,-8.1476733,ARH-ALENTEJO,BEJA,ALJUSTREL,ALJUSTREL,RIBEIRA DO ROXO OU DE SANTA VITÓRIA,-,-,25/03/2013,-,DQA_QUIM_OPER,ATIVA
26H.02,ROXO/SADO (RIO MOINHOS) - ROXSAD1 - CCHA,SADO,-,-,-,37.917778,-8.311389,EDIA,SETÚBAL,SANTIAGO DO CACÉM,ALVALADE,,-,-,-,-,-,-
01G.01,RUIVOS,MINHO,-,-,-,42.078305,-8.444539,ARH-NORTE,VIANA DO CASTELO,MONÇÃO,UNIÃO DAS FREGUESIAS DE MONÇÃO E TROVISCOSO,,-,-,-,-,-,-
19B.02,RUNA,RIBEIRAS DO OESTE,74,107500,233396,39.063731,-9.201832,ARH-TEJO,LISBOA,TORRES VEDRAS,RUNA,RIO SIZANDRO,71.63,25.97,17/10/2001,-,IMPACTO,ATIVA
06L.52,RUSSILHÃO,DOURO,470,252022,482659,41.3115,-7.5119,UTAD,VILA REAL,ALIJÓ,SANFINS DO DOURO,RIO DE S. VICENTE,-,-,07/05/2010,-,DQA_ECOL_VIG,ATIVA
08G.04,RÔGE - CAPT. 32,VOUGA/RIBEIRAS COSTEIRAS,-,-19423.73,131100.25,40.847506,-8.362796,ARH-CENTRO,AVEIRO,VALE DE CAMBRA,ROGE,RIO CAIMA,-,-,03/02/2014,-,CAPTAÇÃO,ATIVA
20L.02,S. BENTO DE ANA LOURA,,-,-,-,38.922755,-7.501343,ARH-TEJO,-,-,-,,-,-,01/01/2019,-,DQA,ATIVA
12F.51,S. JOÃO DO CAMPO,MONDEGO,-,-31666.56,63231.81,40.237143,-8.5052278,ARH-CENTRO,COIMBRA,COIMBRA,SÃO JOÃO DO CAMPO,VALA REAL,-,-,04/03/2013,-,DQA_ECOL_OPER,ATIVA
10H.53,S. JOÃO DO MONTE,VOUGA/RIBEIRAS COSTEIRAS,-,-8717.36,103030.83,40.59629,-8.236353,ARH-CENTRO,VISEU,TONDELA,SÃO JOÃO DO MONTE,RIO ÁGUEDA,-,-,05/03/2013,-,DQA_ECOL_VIG,ATIVA
31I.01,S. LOURENÇO / AREEIRO,RIBEIRAS DO ALGARVE,-,-,-,37.11522,-8.015417,ARH-ALGARVE,FARO,LOULÉ,LOULÉ (SÃO CLEMENTE),RIBEIRA DE SÃO LOURENCO OU GOLDRA,-,-,01/01/2017,-,DQA,ATIVA
25K.05,S. MATIAS - SMA1 - CCHA,GUADIANA,-,-,-,38.124722,-7.755556,EDIA,BEJA,VIDIGUEIRA,SELMES,,-,-,-,-,-,-
25J.03,S. MATIAS - SMA2 - CCHA,GUADIANA,-,-,-,38.0925,-7.915556,EDIA,BEJA,BEJA,UNIÃO DAS FREGUESIAS DE TRIGACHES E SÃO BRISSOS,,-,-,-,-,-,-
06Q.51,S. PEDRO (MEIRINHOS),DOURO,420,310747,479119,41.2737,-6.8114,UTAD,BRAGANÇA,MOGADOURO,VALVERDE,,-,-,27/05/2010,-,DQA_ECOL_VIG,ATIVA
25K.06,S. PEDRO BALEIZÃO - SPEBAL1 - CCHA,GUADIANA,-,-,-,38.078056,-7.701667,EDIA,BEJA,BEJA,BALEIZÃO,,-,-,-,-,-,-
02E.50,S. PEDRO DA TORRE,MINHO,10,155485,557874,41.987728,-8.668549,UTAD,VIANA DO CASTELO,VALENÇA,SÃO PEDRO DA TORRE,RIBEIRA DAS INSUAS,-,-,21/06/2010,-,DQA_ECOL_VIG,ATIVA
15G.05,SABACHEIRA,TEJO,-,-,-,39.68422,-8.464445,ARH-TEJO,SANTARÉM,TOMAR,SABACHEIRA,,-,-,-,-,-,-
04G.03,SABARIZ,CÁVADO/RIBEIRAS COSTEIRAS,-,-,-,41.65472,-8.42049,ARH-NORTE,BRAGA,VILA VERDE,SABARIZ,,-,-,-,-,-,-
02Q.50,SABOR (SAB 1),DOURO,-,316149,547444,41.871906,-6.747831,ARH-NORTE,BRAGANÇA,BRAGANÇA,RABAL,RIO SABOR,-,-,27/10/2009,-,DQA_ECOL_VIG / CADC,ATIVA
10O.50,SABROSA,DOURO,700,289800,397400,40.540339,-7.074816,UTAD,GUARDA,GUARDA,CASTANHEIRA,RIBEIRA DAS CABRAS,-,-,26/04/2010,-,DQA_ECOL_OPER,ATIVA
11L.50,SABUGUEIRO,MONDEGO,-,42047.71,81544.02,40.401562,-7.637742,ARH-CENTRO,GUARDA,SEIA,SABUGUEIRO,RIO ALVA OU RIBEIRA DA FERVENÇA,-,-,19/03/2013,-,DQA_ECOL_VIG,ATIVA
23F.21,SADO - ALCÁCER SAL,SADO,4,167358,156003,38.37059,-8.50662,INAG/IH,SETÚBAL,ALCÁCER DO SAL,ALCÁCER DO SAL (SANTIAGO),RIO SADO,6054.84,46.46,25/02/2002,22/09/2004,SP,EXTINTA
22D.03F,SADO - BOCA ESTUÁRIO (F),SADO,-,-,-,38.5025,-8.90613,ARH-ALENTEJO,SETÚBAL,-,-,RIO SADO,-,-,07/04/2010,-,EEMA,ATIVA
22D.03S,SADO - BOCA ESTUÁRIO (S),SADO,-,-,-,38.5025,-8.90613,ARH-ALENTEJO,SETÚBAL,-,-,RIO SADO,-,-,07/04/2010,-,EEMA,ATIVA
22D.02F,SADO - CAIS PIRITES/CAIS SAPEC (F),SADO,-,-,-,38.50295,-8.84747,ARH-ALENTEJO,SETÚBAL,SETÚBAL,-,RIO SADO,-,-,07/04/2010,-,EEMA,ATIVA
22D.02S,SADO - CAIS PIRITES/CAIS SAPEC (S),SADO,-,-,-,38.50295,-8.84747,ARH-ALENTEJO,SETÚBAL,SETÚBAL,-,RIO SADO,-,-,07/04/2010,-,EEMA,ATIVA
23E.22,SADO - CANAL ARROZAIS,SADO,-,147572,163090,38.43349,-8.73354,INAG/IH,SETÚBAL,ALCÁCER DO SAL,COMPORTA,RIO SADO,-,-,25/02/2002,22/09/2004,SP,EXTINTA
23E.01F,SADO - CANAL ARROZAIS B (F),SADO,-,-,-,38.4308,-8.71025,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,-,RIO SADO,-,-,07/04/2010,-,EEMA,ATIVA
23E.01S,SADO - CANAL ARROZAIS B (S),SADO,-,-,-,38.4308,-8.71025,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,-,RIO SADO,-,-,07/04/2010,-,EEMA,ATIVA
23E.02F,SADO - CANAL COMPORTA (F),SADO,-,-,-,38.43105,-8.81467,ARH-ALENTEJO,-,-,-,RIO SADO,-,-,01/01/2019,-,DQA,ATIVA
23E.02S,SADO - CANAL COMPORTA (S),SADO,-,-,-,38.43105,-8.81467,ARH-ALENTEJO,SETÚBAL,-,-,RIO SADO,-,-,07/04/2010,-,EEMA,ATIVA
23E.23,SADO - CANAL ÁGUAS MOURA,SADO,-,146341,170452,38.49973,-8.74821,INAG/IH,SETÚBAL,SETÚBAL,SADO,RIO SADO,-,-,25/02/2002,22/09/2004,SP,EXTINTA
22E.01F,SADO - CANAL ÁGUAS MOURA B (F),SADO,-,-,-,38.51557,-8.7558,ARH-ALENTEJO,SETÚBAL,-,-,RIO SADO,-,-,01/04/2010,-,EEMA,ATIVA
22E.01S,SADO - CANAL ÁGUAS MOURA B (S),SADO,-,-,-,38.51557,-8.7558,ARH-ALENTEJO,SETÚBAL,-,-,RIO SADO,-,-,07/04/2010,-,EEMA,ATIVA
23D.01,SADO - COSTA,OCEANO ATLÂNTICO,-,125905,165570,38.4543,-8.98193,INAG/IA,-,-,-,OCEANO ATLÂNTICO,-,-,27/05/2001,18/02/2002,SP,EXTINTA
23D.20F,SADO - ESTUÁRIO EXTERIOR (F),OCEANO ATLÂNTICO,-,126258,164530,38.44495,-8.97778,INAG/IH,-,-,-,OCEANO ATLÂNTICO,-,-,25/02/2002,22/09/2004,SP,EXTINTA
